t,hand,index_raw_cm,index_used_cm,middle_raw_cm,mode,down,dragging,x,y
16.174,1,7.73,7.80,11.27,move,0,0,1748,54
16.207,1,7.95,7.81,11.30,move,0,0,1746,53
16.238,1,7.84,7.84,11.37,move,0,0,1744,53
16.270,1,7.65,7.84,11.37,move,0,0,1744,52
16.302,1,7.52,7.65,11.18,move,0,0,1744,53
16.336,1,7.23,7.52,11.07,move,0,0,1746,52
16.369,1,7.14,7.23,10.59,move,0,0,1749,52
16.398,1,6.97,7.14,10.31,move,0,0,1754,51
16.448,1,7.23,7.14,10.31,move,0,0,1767,48
16.479,1,7.31,7.23,10.27,move,0,0,1781,49
16.511,1,7.10,7.23,10.25,move,0,0,1795,49
16.542,1,7.07,7.10,10.06,move,0,0,1809,50
16.575,1,7.08,7.08,10.01,move,0,0,1820,51
16.607,1,7.13,7.08,10.06,move,0,0,1829,53
16.638,1,7.22,7.13,10.24,move,0,0,1837,55
16.672,1,7.32,7.22,10.33,move,0,0,1846,51
16.701,1,7.56,7.32,10.66,move,0,0,1849,46
16.736,1,7.46,7.46,10.66,move,0,0,1853,40
16.767,1,7.29,7.46,10.58,move,0,0,1853,33
16.800,1,7.32,7.32,10.43,move,0,0,1853,27
16.845,1,7.56,7.32,10.43,move,0,0,1851,21
16.879,1,7.64,7.56,10.60,move,0,0,1850,17
16.911,1,7.57,7.57,10.60,move,0,0,1848,16
16.942,1,7.46,7.57,10.60,move,0,0,1847,14
16.974,1,7.37,7.46,10.45,move,0,0,1846,11
17.007,1,7.27,7.37,10.31,move,0,0,1845,9
17.038,1,7.42,7.37,10.31,move,0,0,1843,7
17.070,1,7.50,7.42,10.41,move,0,0,1840,5
17.102,1,7.54,7.50,10.48,move,0,0,1838,3
17.136,1,7.45,7.50,10.48,move,0,0,1838,3
17.167,1,7.45,7.45,10.48,move,0,0,1837,2
17.198,1,7.41,7.45,10.38,move,0,0,1838,2
17.247,1,7.45,7.45,10.50,move,0,0,1838,2
17.279,1,7.23,7.41,10.36,move,0,0,1837,4
17.311,1,7.15,7.23,10.25,move,0,0,1838,6
17.342,1,7.18,7.18,10.21,move,0,0,1839,10
17.374,1,7.12,7.15,10.21,move,0,0,1842,13
17.407,1,7.03,7.12,10.21,move,0,0,1844,18
17.437,1,7.15,7.12,10.20,move,0,0,1848,23
17.471,1,7.18,7.15,10.20,move,0,0,1852,27
17.504,1,7.14,7.15,10.29,move,0,0,1854,27
17.534,1,7.15,7.15,10.34,move,0,0,1856,29
17.568,1,7.15,7.15,10.38,move,0,0,1857,29
17.599,1,6.96,7.15,10.38,move,0,0,1858,28
17.647,1,7.04,7.04,10.23,move,0,0,1857,27
17.680,1,6.61,6.96,10.13,move,0,0,1856,25
17.709,1,5.95,6.61,9.67,move,0,0,1855,24
17.743,1,4.80,5.95,8.94,move,0,0,1853,23
17.776,1,2.80,4.80,7.82,move,0,0,1851,24
17.808,1,1.40,2.80,6.89,move,0,0,1849,25
17.838,1,1.41,1.41,5.86,click,1,0,1848,27
17.902,1,1.45,1.40,5.65,click,1,0,1846,28
17.935,1,2.28,1.41,5.65,click,1,0,1846,28
17.968,1,3.46,1.45,5.97,click,1,0,1846,28
17.999,1,3.71,2.28,6.66,click,1,0,1846,28
18.047,1,4.06,3.46,6.74,click,1,0,1846,27
18.077,1,4.31,3.71,7.09,click,1,0,1845,27
18.110,1,4.80,4.06,7.30,click,1,0,1845,27
18.141,1,5.07,4.31,7.60,click,1,0,1844,27
18.175,1,5.37,4.80,7.73,click,1,0,1844,27
18.209,1,5.57,5.07,8.09,move,0,0,1844,27
18.238,1,5.57,5.07,8.09,paused,0,0,1844,27
18.272,1,5.57,5.07,8.09,paused,0,0,1844,27
18.303,1,5.57,5.07,8.09,paused,0,0,1844,27
18.335,1,5.57,5.07,8.09,paused,0,0,1844,27
18.368,1,5.57,5.07,8.09,paused,0,0,1844,27
18.399,1,5.57,5.07,8.09,paused,0,0,1844,27
18.447,1,5.57,5.07,8.09,paused,0,0,1844,27
18.478,1,5.57,5.07,8.09,paused,0,0,1844,27
18.509,1,5.57,5.07,8.09,paused,0,0,1844,27
18.542,1,5.57,5.07,8.09,paused,0,0,1844,27
18.575,1,5.57,5.07,8.09,paused,0,0,1844,27
18.607,1,5.57,5.07,8.09,paused,0,0,1844,27
18.638,1,5.57,5.07,8.09,paused,0,0,1844,27
18.671,1,5.57,5.07,8.09,paused,0,0,1844,27
18.702,1,5.57,5.07,8.09,paused,0,0,1844,27
18.736,1,5.57,5.07,8.09,paused,0,0,1844,27
18.767,1,5.57,5.07,8.09,paused,0,0,1844,27
18.799,1,5.57,5.07,8.09,paused,0,0,1844,27
18.847,1,5.57,5.07,8.09,paused,0,0,1844,27
18.878,1,5.57,5.07,8.09,paused,0,0,1844,27
18.910,1,5.57,5.07,8.09,paused,0,0,1844,27
18.942,1,5.57,5.07,8.09,paused,0,0,1844,27
18.975,1,5.57,5.07,8.09,paused,0,0,1844,27
19.006,1,5.57,5.07,8.09,paused,0,0,1844,27
19.038,1,5.57,5.07,8.09,paused,0,0,1844,27
19.070,1,5.57,5.07,8.09,paused,0,0,1844,27
19.103,1,5.57,5.07,8.09,paused,0,0,1844,27
19.134,1,5.57,5.07,8.09,paused,0,0,1844,27
19.168,1,5.57,5.07,8.09,paused,0,0,1844,27
19.199,1,5.57,5.07,8.09,paused,0,0,1844,27
19.230,1,5.57,5.07,8.09,paused,0,0,1844,27
19.279,1,5.57,5.07,8.09,paused,0,0,1844,27
19.312,1,5.57,5.07,8.09,paused,0,0,1844,27
19.342,1,5.57,5.07,8.09,paused,0,0,1844,27
19.375,1,5.57,5.07,8.09,paused,0,0,1844,27
19.407,1,5.57,5.07,8.09,paused,0,0,1844,27
19.439,1,5.57,5.07,8.09,paused,0,0,1844,27
19.470,1,5.57,5.07,8.09,paused,0,0,1844,27
19.503,1,5.57,5.07,8.09,paused,0,0,1844,27
19.534,1,5.57,5.07,8.09,paused,0,0,1844,27
19.567,1,5.57,5.07,8.09,paused,0,0,1844,27
19.599,1,5.57,5.07,8.09,paused,0,0,1844,27
19.632,1,5.57,5.07,8.09,paused,0,0,1844,27
19.678,1,5.57,5.07,8.09,paused,0,0,1844,27
19.710,1,5.57,5.07,8.09,paused,0,0,1844,27
19.742,1,5.57,5.07,8.09,paused,0,0,1844,27
19.776,1,5.57,5.07,8.09,paused,0,0,1844,27
19.807,1,5.57,5.07,8.09,paused,0,0,1844,27
19.838,1,5.57,5.07,8.09,paused,0,0,1844,27
19.871,1,5.57,5.07,8.09,paused,0,0,1844,27
19.902,1,5.57,5.07,8.09,paused,0,0,1844,27
19.967,1,5.57,5.07,8.09,paused,0,0,1844,27
20.004,1,5.57,5.07,8.09,paused,0,0,1844,27
20.047,1,5.57,5.07,8.09,paused,0,0,1844,27
20.077,1,5.57,5.07,8.09,paused,0,0,1844,27
20.112,1,5.57,5.07,8.09,paused,0,0,1844,27
20.143,1,5.57,5.07,8.09,paused,0,0,1844,27
20.174,1,5.57,5.07,8.09,paused,0,0,1844,27
20.205,1,5.57,5.07,8.09,paused,0,0,1844,27
20.239,1,5.57,5.07,8.09,paused,0,0,1844,27
20.270,1,5.57,5.07,8.09,paused,0,0,1844,27
20.302,1,5.57,5.07,8.09,paused,0,0,1844,27
20.335,1,5.57,5.07,8.09,paused,0,0,1844,27
20.367,1,5.57,5.07,8.09,paused,0,0,1844,27
20.400,1,5.57,5.07,8.09,paused,0,0,1844,27
20.447,1,5.57,5.07,8.09,paused,0,0,1844,27
20.479,1,5.57,5.07,8.09,paused,0,0,1844,27
20.511,1,5.57,5.07,8.09,paused,0,0,1844,27
20.542,1,5.57,5.07,8.09,paused,0,0,1844,27
20.574,1,5.57,5.07,8.09,paused,0,0,1844,27
20.609,1,5.57,5.07,8.09,paused,0,0,1844,27
20.638,1,5.57,5.07,8.09,paused,0,0,1844,27
20.670,1,5.57,5.07,8.09,paused,0,0,1844,27
20.702,1,5.57,5.07,8.09,paused,0,0,1844,27
20.734,1,5.57,5.07,8.09,paused,0,0,1844,27
20.767,1,5.57,5.07,8.09,paused,0,0,1844,27
20.799,1,5.57,5.07,8.09,paused,0,0,1844,27
20.830,1,5.57,5.07,8.09,paused,0,0,1844,27
20.879,1,5.57,5.07,8.09,paused,0,0,1844,27
20.910,1,5.57,5.07,8.09,paused,0,0,1844,27
20.943,1,5.57,5.07,8.09,paused,0,0,1844,27
20.977,1,5.57,5.07,8.09,paused,0,0,1844,27
21.007,1,5.57,5.07,8.09,paused,0,0,1844,27
21.040,1,5.57,5.07,8.09,paused,0,0,1844,27
21.070,1,5.57,5.07,8.09,paused,0,0,1844,27
21.103,1,5.57,5.07,8.09,paused,0,0,1844,27
21.135,1,5.57,5.07,8.09,paused,0,0,1844,27
21.168,1,5.57,5.07,8.09,paused,0,0,1844,27
21.199,1,5.57,5.07,8.09,paused,0,0,1844,27
21.230,1,5.57,5.07,8.09,paused,0,0,1844,27
21.279,1,5.57,5.07,8.09,paused,0,0,1844,27
21.310,1,5.57,5.07,8.09,paused,0,0,1844,27
21.342,1,5.57,5.07,8.09,paused,0,0,1844,27
21.374,1,5.57,5.07,8.09,paused,0,0,1844,27
21.407,1,5.57,5.07,8.09,paused,0,0,1844,27
21.438,1,5.57,5.07,8.09,paused,0,0,1844,27
21.470,1,5.57,5.07,8.09,paused,0,0,1844,27
21.503,1,5.57,5.07,8.09,paused,0,0,1844,27
21.534,1,5.57,5.07,8.09,paused,0,0,1844,27
21.567,1,5.57,5.07,8.09,paused,0,0,1844,27
21.599,1,5.57,5.07,8.09,paused,0,0,1844,27
21.632,1,5.57,5.07,8.09,paused,0,0,1844,27
21.678,1,5.57,5.07,8.09,paused,0,0,1844,27
21.711,1,5.57,5.07,8.09,paused,0,0,1844,27
21.742,1,5.57,5.07,8.09,paused,0,0,1844,27
21.774,1,5.57,5.07,8.09,paused,0,0,1844,27
21.807,1,5.57,5.07,8.09,paused,0,0,1844,27
21.838,1,5.57,5.07,8.09,paused,0,0,1844,27
21.871,1,5.57,5.07,8.09,paused,0,0,1844,27
21.902,1,5.57,5.07,8.09,paused,0,0,1844,27
21.934,1,5.57,5.07,8.09,paused,0,0,1844,27
21.967,1,5.57,5.07,8.09,paused,0,0,1844,27
21.998,1,5.57,5.07,8.09,paused,0,0,1844,27
22.031,1,5.57,5.07,8.09,paused,0,0,1844,27
22.079,1,5.57,5.07,8.09,paused,0,0,1844,27
22.110,1,5.57,5.07,8.09,paused,0,0,1844,27
22.142,1,5.57,5.07,8.09,paused,0,0,1844,27
22.174,1,5.57,5.07,8.09,paused,0,0,1844,27
22.207,1,5.57,5.07,8.09,paused,0,0,1844,27
22.240,1,5.57,5.07,8.09,paused,0,0,1844,27
22.271,1,5.57,5.07,8.09,paused,0,0,1844,27
22.302,1,5.57,5.07,8.09,paused,0,0,1844,27
22.335,1,5.57,5.07,8.09,paused,0,0,1844,27
22.367,1,5.57,5.07,8.09,paused,0,0,1844,27
22.398,1,5.57,5.07,8.09,paused,0,0,1844,27
22.431,1,5.57,5.07,8.09,paused,0,0,1844,27
22.479,1,5.57,5.07,8.09,paused,0,0,1844,27
22.512,1,5.57,5.07,8.09,paused,0,0,1844,27
22.542,1,5.57,5.07,8.09,paused,0,0,1844,27
22.574,1,5.57,5.07,8.09,paused,0,0,1844,27
22.607,1,5.57,5.07,8.09,paused,0,0,1844,27
22.639,1,5.57,5.07,8.09,paused,0,0,1844,27
22.670,1,5.57,5.07,8.09,paused,0,0,1844,27
22.703,1,5.57,5.07,8.09,paused,0,0,1844,27
22.735,1,5.57,5.07,8.09,paused,0,0,1844,27
22.767,1,5.57,5.07,8.09,paused,0,0,1844,27
22.799,1,5.57,5.07,8.09,paused,0,0,1844,27
22.830,1,5.57,5.07,8.09,paused,0,0,1844,27
22.880,1,5.57,5.07,8.09,paused,0,0,1844,27
22.911,1,5.57,5.07,8.09,paused,0,0,1844,27
22.942,1,5.57,5.07,8.09,paused,0,0,1844,27
22.975,1,5.57,5.07,8.09,paused,0,0,1844,27
23.008,1,5.57,5.07,8.09,paused,0,0,1844,27
23.039,1,5.57,5.07,8.09,paused,0,0,1844,27
23.071,1,5.57,5.07,8.09,paused,0,0,1844,27
23.103,1,5.57,5.07,8.09,paused,0,0,1844,27
23.136,1,5.57,5.07,8.09,paused,0,0,1844,27
23.167,1,5.57,5.07,8.09,paused,0,0,1844,27
23.199,1,5.57,5.07,8.09,paused,0,0,1844,27
23.230,1,5.57,5.07,8.09,paused,0,0,1844,27
23.279,1,5.57,5.07,8.09,paused,0,0,1844,27
23.311,1,5.57,5.07,8.09,paused,0,0,1844,27
23.342,1,5.57,5.07,8.09,paused,0,0,1844,27
23.375,1,5.57,5.07,8.09,paused,0,0,1844,27
23.408,1,5.57,5.07,8.09,paused,0,0,1844,27
23.438,1,5.57,5.07,8.09,paused,0,0,1844,27
23.471,1,5.57,5.07,8.09,paused,0,0,1844,27
23.502,1,5.57,5.07,8.09,paused,0,0,1844,27
23.534,1,5.57,5.07,8.09,paused,0,0,1844,27
23.567,1,5.57,5.07,8.09,paused,0,0,1844,27
23.599,1,5.57,5.07,8.09,paused,0,0,1844,27
23.647,1,5.57,5.07,8.09,paused,0,0,1844,27
23.679,1,5.57,5.07,8.09,paused,0,0,1844,27
23.712,1,5.57,5.07,8.09,paused,0,0,1844,27
23.742,1,5.57,5.07,8.09,paused,0,0,1844,27
23.774,1,5.57,5.07,8.09,paused,0,0,1844,27
23.807,1,5.57,5.07,8.09,paused,0,0,1844,27
23.838,1,5.57,5.07,8.09,paused,0,0,1844,27
23.871,1,5.57,5.07,8.09,paused,0,0,1844,27
23.903,1,5.57,5.07,8.09,paused,0,0,1844,27
23.934,1,5.57,5.07,8.09,paused,0,0,1844,27
23.967,1,5.57,5.07,8.09,paused,0,0,1844,27
23.999,1,5.57,5.07,8.09,paused,0,0,1844,27
24.047,1,5.57,5.07,8.09,paused,0,0,1844,27
24.079,1,5.57,5.07,8.09,paused,0,0,1844,27
24.110,1,5.57,5.07,8.09,paused,0,0,1844,27
24.142,1,5.57,5.07,8.09,paused,0,0,1844,27
24.175,1,5.57,5.07,8.09,paused,0,0,1844,27
24.207,1,5.57,5.07,8.09,paused,0,0,1844,27
24.239,1,5.57,5.07,8.09,paused,0,0,1844,27
24.271,1,5.57,5.07,8.09,paused,0,0,1844,27
24.302,1,5.57,5.07,8.09,paused,0,0,1844,27
24.335,1,5.57,5.07,8.09,paused,0,0,1844,27
24.368,1,5.57,5.07,8.09,paused,0,0,1844,27
24.416,1,5.57,5.07,8.09,paused,0,0,1844,27
24.447,1,5.57,5.07,8.09,paused,0,0,1844,27
24.480,1,5.57,5.07,8.09,paused,0,0,1844,27
24.511,1,5.57,5.07,8.09,paused,0,0,1844,27
24.543,1,5.57,5.07,8.09,paused,0,0,1844,27
24.574,1,5.57,5.07,8.09,paused,0,0,1844,27
24.607,1,5.57,5.07,8.09,paused,0,0,1844,27
24.639,1,5.57,5.07,8.09,paused,0,0,1844,27
24.671,1,5.57,5.07,8.09,paused,0,0,1844,27
24.703,1,5.57,5.07,8.09,paused,0,0,1844,27
24.734,1,5.57,5.07,8.09,paused,0,0,1844,27
24.768,1,5.57,5.07,8.09,paused,0,0,1844,27
24.799,1,5.57,5.07,8.09,paused,0,0,1844,27
24.848,1,5.57,5.07,8.09,paused,0,0,1844,27
24.879,1,5.57,5.07,8.09,paused,0,0,1844,27
24.915,1,5.57,5.07,8.09,paused,0,0,1844,27
24.979,1,5.57,5.07,8.09,paused,0,0,1844,27
25.011,1,5.57,5.07,8.09,paused,0,0,1844,27
25.041,1,5.57,5.07,8.09,paused,0,0,1844,27
25.073,1,5.57,5.07,8.09,paused,0,0,1844,27
25.104,1,5.57,5.07,8.09,paused,0,0,1844,27
25.137,1,5.57,5.07,8.09,paused,0,0,1844,27
25.167,1,5.57,5.07,8.09,paused,0,0,1844,27
25.199,1,5.57,5.07,8.09,paused,0,0,1844,27
25.247,1,5.57,5.07,8.09,paused,0,0,1844,27
25.283,1,5.57,5.07,8.09,paused,0,0,1844,27
25.311,1,5.57,5.07,8.09,paused,0,0,1844,27
25.345,1,5.57,5.07,8.09,paused,0,0,1844,27
25.381,1,5.57,5.07,8.09,paused,0,0,1844,27
25.408,1,5.57,5.07,8.09,paused,0,0,1844,27
25.440,1,5.57,5.07,8.09,paused,0,0,1844,27
25.473,1,5.57,5.07,8.09,paused,0,0,1844,27
25.504,1,5.57,5.07,8.09,paused,0,0,1844,27
25.535,1,5.57,5.07,8.09,paused,0,0,1844,27
25.599,1,5.57,5.07,8.09,paused,0,0,1844,27
25.649,1,5.57,5.07,8.09,paused,0,0,1844,27
25.679,1,5.57,5.07,8.09,paused,0,0,1844,27
25.712,1,5.57,5.07,8.09,paused,0,0,1844,27
25.744,1,5.57,5.07,8.09,paused,0,0,1844,27
25.775,1,5.57,5.07,8.09,paused,0,0,1844,27
25.810,1,5.57,5.07,8.09,paused,0,0,1844,27
25.840,1,5.57,5.07,8.09,paused,0,0,1844,27
25.873,1,5.57,5.07,8.09,paused,0,0,1844,27
25.939,1,5.57,5.07,8.09,paused,0,0,1844,27
26.003,1,5.57,5.07,8.09,paused,0,0,1844,27
26.050,1,5.57,5.07,8.09,paused,0,0,1844,27
26.082,1,5.57,5.07,8.09,paused,0,0,1844,27
26.148,1,5.57,5.07,8.09,paused,0,0,1844,27
26.179,1,5.57,5.07,8.09,paused,0,0,1844,27
26.210,1,5.57,5.07,8.09,paused,0,0,1844,27
26.275,1,5.57,5.07,8.09,paused,0,0,1844,27
26.308,1,5.57,5.07,8.09,paused,0,0,1844,27
26.374,1,5.57,5.07,8.09,paused,0,0,1844,27
26.407,1,5.57,5.07,8.09,paused,0,0,1844,27
26.493,1,5.57,5.07,8.09,paused,0,0,1844,27
26.546,1,5.57,5.07,8.09,paused,0,0,1844,27
26.613,1,5.57,5.07,8.09,paused,0,0,1844,27
26.677,1,5.57,5.07,8.09,paused,0,0,1844,27
26.706,1,5.57,5.07,8.09,paused,0,0,1844,27
26.772,1,5.57,5.07,8.09,paused,0,0,1844,27
26.804,1,5.57,5.07,8.09,paused,0,0,1844,27
26.887,1,5.57,5.07,8.09,paused,0,0,1844,27
26.954,1,5.57,5.07,8.09,paused,0,0,1844,27
27.012,1,5.57,5.07,8.09,paused,0,0,1844,27
27.075,1,5.57,5.07,8.09,paused,0,0,1844,27
27.110,1,5.57,5.07,8.09,paused,0,0,1844,27
27.171,1,5.57,5.07,8.09,paused,0,0,1844,27
27.202,1,5.57,5.07,8.09,paused,0,0,1844,27
27.250,1,5.57,5.07,8.09,paused,0,0,1844,27
27.281,1,5.57,5.07,8.09,paused,0,0,1844,27
27.347,1,5.57,5.07,8.09,paused,0,0,1844,27
27.377,1,5.57,5.07,8.09,paused,0,0,1844,27
27.411,1,5.57,5.07,8.09,paused,0,0,1844,27
27.475,1,5.57,5.07,8.09,paused,0,0,1844,27
27.508,1,5.57,5.07,8.09,paused,0,0,1844,27
27.570,1,5.57,5.07,8.09,paused,0,0,1844,27
27.603,1,5.57,5.07,8.09,paused,0,0,1844,27
27.649,1,5.57,5.07,8.09,paused,0,0,1844,27
27.683,1,5.57,5.07,8.09,paused,0,0,1844,27
27.714,1,5.57,5.07,8.09,paused,0,0,1844,27
27.776,1,5.57,5.07,8.09,paused,0,0,1844,27
27.807,1,5.57,5.07,8.09,paused,0,0,1844,27
27.838,1,5.57,5.07,8.09,paused,0,0,1844,27
27.871,1,5.57,5.07,8.09,paused,0,0,1844,27
27.902,1,5.57,5.07,8.09,paused,0,0,1844,27
27.935,1,5.57,5.07,8.09,paused,0,0,1844,27
27.971,1,5.57,5.07,8.09,paused,0,0,1844,27
28.000,1,5.57,5.07,8.09,paused,0,0,1844,27
28.046,1,5.57,5.07,8.09,paused,0,0,1844,27
28.080,1,5.57,5.07,8.09,paused,0,0,1844,27
28.112,1,5.57,5.07,8.09,paused,0,0,1844,27
28.143,1,5.57,5.07,8.09,paused,0,0,1844,27
28.175,1,5.57,5.07,8.09,paused,0,0,1844,27
28.206,1,5.57,5.07,8.09,paused,0,0,1844,27
28.238,1,5.57,5.07,8.09,paused,0,0,1844,27
28.272,1,5.57,5.07,8.09,paused,0,0,1844,27
28.303,1,5.57,5.07,8.09,paused,0,0,1844,27
28.335,1,5.57,5.07,8.09,paused,0,0,1844,27
28.367,1,5.57,5.07,8.09,paused,0,0,1844,27
28.401,1,5.57,5.07,8.09,paused,0,0,1844,27
28.447,1,5.57,5.07,8.09,paused,0,0,1844,27
28.479,1,5.57,5.07,8.09,paused,0,0,1844,27
28.510,1,5.57,5.07,8.09,paused,0,0,1844,27
28.543,1,5.57,5.07,8.09,paused,0,0,1844,27
28.575,1,5.57,5.07,8.09,paused,0,0,1844,27
28.607,1,5.57,5.07,8.09,paused,0,0,1844,27
28.639,1,5.57,5.07,8.09,paused,0,0,1844,27
28.671,1,5.57,5.07,8.09,paused,0,0,1844,27
28.708,1,5.57,5.07,8.09,paused,0,0,1844,27
28.738,1,5.57,5.07,8.09,paused,0,0,1844,27
28.801,1,5.57,5.07,8.09,paused,0,0,1844,27
28.849,1,5.57,5.07,8.09,paused,0,0,1844,27
28.883,1,5.57,5.07,8.09,paused,0,0,1844,27
28.913,1,5.57,5.07,8.09,paused,0,0,1844,27
28.978,1,5.57,5.07,8.09,paused,0,0,1844,27
29.016,1,5.57,5.07,8.09,paused,0,0,1844,27
29.081,1,5.57,5.07,8.09,paused,0,0,1844,27
29.138,1,5.57,5.07,8.09,paused,0,0,1844,27
29.207,1,5.57,5.07,8.09,paused,0,0,1844,27
29.254,1,5.57,5.07,8.09,paused,0,0,1844,27
29.318,1,5.57,5.07,8.09,paused,0,0,1844,27
29.382,1,5.57,5.07,8.09,paused,0,0,1844,27
29.445,1,5.57,5.07,8.09,paused,0,0,1844,27
29.478,1,5.57,5.07,8.09,paused,0,0,1844,27
29.541,1,5.57,5.07,8.09,paused,0,0,1844,27
29.572,1,5.57,5.07,8.09,paused,0,0,1844,27
29.602,1,5.57,5.07,8.09,paused,0,0,1844,27
29.654,1,5.57,5.07,8.09,paused,0,0,1844,27
29.683,1,5.57,5.07,8.09,paused,0,0,1844,27
29.742,1,5.57,5.07,8.09,paused,0,0,1844,27
29.775,1,5.57,5.07,8.09,paused,0,0,1844,27
29.807,1,5.57,5.07,8.09,paused,0,0,1844,27
29.838,1,5.57,5.07,8.09,paused,0,0,1844,27
29.871,1,5.57,5.07,8.09,paused,0,0,1844,27
29.904,1,5.57,5.07,8.09,paused,0,0,1844,27
29.935,1,5.57,5.07,8.09,paused,0,0,1844,27
29.968,1,5.57,5.07,8.09,paused,0,0,1844,27
30.001,1,5.57,5.07,8.09,paused,0,0,1844,27
30.050,1,5.57,5.07,8.09,paused,0,0,1844,27
30.080,1,5.57,5.07,8.09,paused,0,0,1844,27
30.113,1,5.57,5.07,8.09,paused,0,0,1844,27
30.178,1,5.57,5.07,8.09,paused,0,0,1844,27
30.209,1,5.57,5.07,8.09,paused,0,0,1844,27
30.244,1,5.57,5.07,8.09,paused,0,0,1844,27
30.306,1,5.57,5.07,8.09,paused,0,0,1844,27
30.339,1,5.57,5.07,8.09,paused,0,0,1844,27
30.371,1,5.57,5.07,8.09,paused,0,0,1844,27
30.403,1,5.57,5.07,8.09,paused,0,0,1844,27
30.448,1,5.57,5.07,8.09,paused,0,0,1844,27
30.484,1,5.57,5.07,8.09,paused,0,0,1844,27
30.514,1,5.57,5.07,8.09,paused,0,0,1844,27
30.576,1,5.57,5.07,8.09,paused,0,0,1844,27
30.610,1,5.57,5.07,8.09,paused,0,0,1844,27
30.647,1,5.57,5.07,8.09,paused,0,0,1844,27
30.674,1,5.57,5.07,8.09,paused,0,0,1844,27
30.740,1,5.57,5.07,8.09,paused,0,0,1844,27
30.774,1,5.57,5.07,8.09,paused,0,0,1844,27
30.850,1,5.57,5.07,8.09,paused,0,0,1844,27
30.916,1,5.57,5.07,8.09,paused,0,0,1844,27
30.982,1,5.57,5.07,8.09,paused,0,0,1844,27
31.086,1,5.57,5.07,8.09,paused,0,0,1844,27
31.184,1,5.57,5.07,8.09,paused,0,0,1844,27
31.285,1,5.57,5.07,8.09,paused,0,0,1844,27
31.349,1,5.57,5.07,8.09,paused,0,0,1844,27
31.444,1,5.57,5.07,8.09,paused,0,0,1844,27
31.540,1,5.57,5.07,8.09,paused,0,0,1844,27
31.578,1,5.57,5.07,8.09,paused,0,0,1844,27
31.652,1,5.57,5.07,8.09,paused,0,0,1844,27
31.718,1,5.57,5.07,8.09,paused,0,0,1844,27
31.780,1,5.57,5.07,8.09,paused,0,0,1844,27
31.844,1,5.57,5.07,8.09,paused,0,0,1844,27
31.883,1,5.57,5.07,8.09,paused,0,0,1844,27
31.938,1,5.57,5.07,8.09,paused,0,0,1844,27
31.969,1,5.57,5.07,8.09,paused,0,0,1844,27
32.005,1,5.57,5.07,8.09,paused,0,0,1844,27
32.056,1,5.57,5.07,8.09,paused,0,0,1844,27
32.081,1,5.57,5.07,8.09,paused,0,0,1844,27
32.144,1,5.57,5.07,8.09,paused,0,0,1844,27
32.177,1,5.57,5.07,8.09,paused,0,0,1844,27
32.210,1,5.57,5.07,8.09,paused,0,0,1844,27
32.243,1,5.57,5.07,8.09,paused,0,0,1844,27
32.306,1,5.57,5.07,8.09,paused,0,0,1844,27
32.340,1,5.57,5.07,8.09,paused,0,0,1844,27
32.370,1,5.57,5.07,8.09,paused,0,0,1844,27
32.402,1,5.57,5.07,8.09,paused,0,0,1844,27
32.452,1,5.57,5.07,8.09,paused,0,0,1844,27
32.482,1,5.57,5.07,8.09,paused,0,0,1844,27
32.514,1,5.57,5.07,8.09,paused,0,0,1844,27
32.579,1,5.57,5.07,8.09,paused,0,0,1844,27
32.611,1,5.57,5.07,8.09,paused,0,0,1844,27
32.641,1,5.57,5.07,8.09,paused,0,0,1844,27
32.672,1,5.57,5.07,8.09,paused,0,0,1844,27
32.704,1,5.57,5.07,8.09,paused,0,0,1844,27
32.769,1,5.57,5.07,8.09,paused,0,0,1844,27
32.804,1,5.57,5.07,8.09,paused,0,0,1844,27
32.850,1,5.57,5.07,8.09,paused,0,0,1844,27
32.882,1,5.57,5.07,8.09,paused,0,0,1844,27
32.913,1,5.57,5.07,8.09,paused,0,0,1844,27
32.946,1,5.57,5.07,8.09,paused,0,0,1844,27
33.007,1,5.57,5.07,8.09,paused,0,0,1844,27
33.043,1,5.57,5.07,8.09,paused,0,0,1844,27
33.074,1,5.57,5.07,8.09,paused,0,0,1844,27
33.105,1,5.57,5.07,8.09,paused,0,0,1844,27
33.167,1,5.57,5.07,8.09,paused,0,0,1844,27
33.201,1,5.57,5.07,8.09,paused,0,0,1844,27
33.249,1,5.57,5.07,8.09,paused,0,0,1844,27
33.279,1,5.57,5.07,8.09,paused,0,0,1844,27
33.311,1,5.57,5.07,8.09,paused,0,0,1844,27
33.345,1,5.57,5.07,8.09,paused,0,0,1844,27
33.375,1,5.57,5.07,8.09,paused,0,0,1844,27
33.407,1,5.57,5.07,8.09,paused,0,0,1844,27
33.438,1,5.57,5.07,8.09,paused,0,0,1844,27
33.472,1,5.57,5.07,8.09,paused,0,0,1844,27
33.503,1,5.57,5.07,8.09,paused,0,0,1844,27
33.534,1,5.57,5.07,8.09,paused,0,0,1844,27
33.567,1,5.57,5.07,8.09,paused,0,0,1844,27
33.602,1,5.57,5.07,8.09,paused,0,0,1844,27
33.647,1,5.57,5.07,8.09,paused,0,0,1844,27
33.679,1,5.57,5.07,8.09,paused,0,0,1844,27
33.711,1,5.57,5.07,8.09,paused,0,0,1844,27
33.744,1,5.57,5.07,8.09,paused,0,0,1844,27
33.775,1,5.57,5.07,8.09,paused,0,0,1844,27
