t,hand,index_raw_cm,index_used_cm,middle_raw_cm,mode,down,dragging,x,y
42.848,1,5.57,5.07,8.09,paused,0,0,1844,27
42.879,1,5.57,5.07,8.09,paused,0,0,1844,27
42.911,1,5.57,5.07,8.09,paused,0,0,1844,27
42.942,1,5.57,5.07,8.09,paused,0,0,1844,27
42.975,1,5.57,5.07,8.09,paused,0,0,1844,27
43.008,1,5.57,5.07,8.09,paused,0,0,1844,27
43.039,1,5.57,5.07,8.09,paused,0,0,1844,27
43.071,1,5.57,5.07,8.09,paused,0,0,1844,27
43.103,1,5.57,5.07,8.09,paused,0,0,1844,27
43.136,1,5.57,5.07,8.09,paused,0,0,1844,27
43.168,1,5.57,5.07,8.09,paused,0,0,1844,27
43.199,1,5.57,5.07,8.09,paused,0,0,1844,27
43.248,1,5.57,5.07,8.09,paused,0,0,1844,27
43.279,1,5.57,5.07,8.09,paused,0,0,1844,27
43.312,1,5.57,5.07,8.09,paused,0,0,1844,27
43.342,1,5.57,5.07,8.09,paused,0,0,1844,27
43.374,1,5.57,5.07,8.09,paused,0,0,1844,27
43.408,1,5.57,5.07,8.09,paused,0,0,1844,27
43.438,1,5.57,5.07,8.09,paused,0,0,1844,27
43.471,1,5.57,5.07,8.09,paused,0,0,1844,27
43.503,1,5.57,5.07,8.09,paused,0,0,1844,27
43.535,1,5.57,5.07,8.09,paused,0,0,1844,27
43.568,1,5.57,5.07,8.09,paused,0,0,1844,27
43.599,1,5.57,5.07,8.09,paused,0,0,1844,27
43.648,1,5.57,5.07,8.09,paused,0,0,1844,27
43.679,1,5.57,5.07,8.09,paused,0,0,1844,27
43.712,1,5.57,5.07,8.09,paused,0,0,1844,27
43.742,1,5.57,5.07,8.09,paused,0,0,1844,27
43.775,1,5.57,5.07,8.09,paused,0,0,1844,27
43.807,1,5.57,5.07,8.09,paused,0,0,1844,27
43.839,1,5.57,5.07,8.09,paused,0,0,1844,27
43.871,1,5.57,5.07,8.09,paused,0,0,1844,27
43.902,1,5.57,5.07,8.09,paused,0,0,1844,27
43.935,1,5.57,5.07,8.09,paused,0,0,1844,27
43.969,1,5.57,5.07,8.09,paused,0,0,1844,27
43.999,1,5.57,5.07,8.09,paused,0,0,1844,27
44.048,1,5.57,5.07,8.09,paused,0,0,1844,27
44.078,1,5.57,5.07,8.09,paused,0,0,1844,27
44.110,1,5.57,5.07,8.09,paused,0,0,1844,27
44.143,1,5.57,5.07,8.09,paused,0,0,1844,27
44.174,1,5.57,5.07,8.09,paused,0,0,1844,27
44.208,1,5.57,5.07,8.09,paused,0,0,1844,27
44.239,1,5.57,5.07,8.09,paused,0,0,1844,27
44.270,1,5.57,5.07,8.09,paused,0,0,1844,27
44.302,1,5.57,5.07,8.09,paused,0,0,1844,27
44.334,1,5.57,5.07,8.09,paused,0,0,1844,27
44.368,1,5.57,5.07,8.09,paused,0,0,1844,27
44.400,1,5.57,5.07,8.09,paused,0,0,1844,27
44.448,1,5.57,5.07,8.09,paused,0,0,1844,27
44.478,1,5.57,5.07,8.09,paused,0,0,1844,27
44.512,1,5.57,5.07,8.09,paused,0,0,1844,27
44.544,1,5.57,5.07,8.09,paused,0,0,1844,27
44.574,1,5.57,5.07,8.09,paused,0,0,1844,27
44.608,1,5.57,5.07,8.09,paused,0,0,1844,27
44.639,1,5.57,5.07,8.09,paused,0,0,1844,27
44.673,1,5.57,5.07,8.09,paused,0,0,1844,27
44.702,1,5.57,5.07,8.09,paused,0,0,1844,27
44.735,1,5.57,5.07,8.09,paused,0,0,1844,27
44.767,1,5.57,5.07,8.09,paused,0,0,1844,27
44.799,1,5.57,5.07,8.09,paused,0,0,1844,27
44.848,1,5.57,5.07,8.09,paused,0,0,1844,27
44.878,1,5.57,5.07,8.09,paused,0,0,1844,27
44.912,1,5.57,5.07,8.09,paused,0,0,1844,27
44.942,1,5.57,5.07,8.09,paused,0,0,1844,27
44.975,1,5.57,5.07,8.09,paused,0,0,1844,27
45.008,1,5.57,5.07,8.09,paused,0,0,1844,27
45.039,1,5.57,5.07,8.09,paused,0,0,1844,27
45.070,1,5.57,5.07,8.09,paused,0,0,1844,27
45.102,1,5.57,5.07,8.09,paused,0,0,1844,27
45.135,1,5.57,5.07,8.09,paused,0,0,1844,27
45.168,1,5.57,5.07,8.09,paused,0,0,1844,27
45.199,1,5.57,5.07,8.09,paused,0,0,1844,27
45.249,1,5.57,5.07,8.09,paused,0,0,1844,27
45.279,1,5.57,5.07,8.09,paused,0,0,1844,27
45.310,1,5.57,5.07,8.09,paused,0,0,1844,27
45.343,1,5.57,5.07,8.09,paused,0,0,1844,27
45.374,1,5.57,5.07,8.09,paused,0,0,1844,27
45.408,1,5.57,5.07,8.09,paused,0,0,1844,27
45.439,1,5.57,5.07,8.09,paused,0,0,1844,27
45.471,1,5.57,5.07,8.09,paused,0,0,1844,27
45.504,1,5.57,5.07,8.09,paused,0,0,1844,27
45.534,1,5.57,5.07,8.09,paused,0,0,1844,27
45.567,1,5.57,5.07,8.09,paused,0,0,1844,27
45.600,1,5.57,5.07,8.09,paused,0,0,1844,27
45.648,1,5.57,5.07,8.09,paused,0,0,1844,27
45.679,1,5.57,5.07,8.09,paused,0,0,1844,27
45.710,1,5.57,5.07,8.09,paused,0,0,1844,27
45.742,1,5.57,5.07,8.09,paused,0,0,1844,27
45.775,1,5.57,5.07,8.09,paused,0,0,1844,27
45.808,1,5.57,5.07,8.09,paused,0,0,1844,27
45.839,1,5.57,5.07,8.09,paused,0,0,1844,27
45.870,1,5.57,5.07,8.09,paused,0,0,1844,27
45.903,1,5.57,5.07,8.09,paused,0,0,1844,27
45.935,1,5.57,5.07,8.09,paused,0,0,1844,27
45.968,1,5.57,5.07,8.09,paused,0,0,1844,27
45.999,1,5.57,5.07,8.09,paused,0,0,1844,27
46.048,1,5.57,5.07,8.09,paused,0,0,1844,27
46.079,1,5.57,5.07,8.09,paused,0,0,1844,27
46.111,1,5.57,5.07,8.09,paused,0,0,1844,27
46.142,1,5.57,5.07,8.09,paused,0,0,1844,27
46.174,1,5.57,5.07,8.09,paused,0,0,1844,27
46.208,1,5.57,5.07,8.09,paused,0,0,1844,27
46.238,1,5.57,5.07,8.09,paused,0,0,1844,27
46.273,1,5.57,5.07,8.09,paused,0,0,1844,27
46.303,1,5.57,5.07,8.09,paused,0,0,1844,27
46.337,1,5.57,5.07,8.09,paused,0,0,1844,27
46.369,1,5.57,5.07,8.09,paused,0,0,1844,27
46.398,1,5.57,5.07,8.09,paused,0,0,1844,27
46.448,1,5.57,5.07,8.09,paused,0,0,1844,27
46.478,1,5.57,5.07,8.09,paused,0,0,1844,27
46.511,1,5.57,5.07,8.09,paused,0,0,1844,27
46.542,1,5.57,5.07,8.09,paused,0,0,1844,27
46.575,1,5.57,5.07,8.09,paused,0,0,1844,27
46.608,1,5.57,5.07,8.09,paused,0,0,1844,27
46.638,1,5.57,5.07,8.09,paused,0,0,1844,27
46.671,1,5.57,5.07,8.09,paused,0,0,1844,27
46.705,1,5.57,5.07,8.09,paused,0,0,1844,27
46.734,1,5.57,5.07,8.09,paused,0,0,1844,27
46.767,1,5.57,5.07,8.09,paused,0,0,1844,27
46.799,1,5.57,5.07,8.09,paused,0,0,1844,27
46.848,1,5.57,5.07,8.09,paused,0,0,1844,27
46.879,1,5.57,5.07,8.09,paused,0,0,1844,27
46.911,1,5.57,5.07,8.09,paused,0,0,1844,27
46.944,1,5.57,5.07,8.09,paused,0,0,1844,27
46.975,1,5.57,5.07,8.09,paused,0,0,1844,27
47.008,1,5.57,5.07,8.09,paused,0,0,1844,27
47.038,1,5.57,5.07,8.09,paused,0,0,1844,27
47.072,1,5.57,5.07,8.09,paused,0,0,1844,27
47.103,1,5.57,5.07,8.09,paused,0,0,1844,27
47.134,1,5.57,5.07,8.09,paused,0,0,1844,27
47.168,1,5.57,5.07,8.09,paused,0,0,1844,27
47.199,1,5.57,5.07,8.09,paused,0,0,1844,27
47.249,1,5.57,5.07,8.09,paused,0,0,1844,27
47.280,1,5.57,5.07,8.09,paused,0,0,1844,27
47.311,1,5.57,5.07,8.09,paused,0,0,1844,27
47.343,1,5.57,5.07,8.09,paused,0,0,1844,27
47.374,1,5.57,5.07,8.09,paused,0,0,1844,27
47.408,1,5.57,5.07,8.09,paused,0,0,1844,27
47.438,1,5.57,5.07,8.09,paused,0,0,1844,27
47.470,1,5.57,5.07,8.09,paused,0,0,1844,27
47.502,1,5.57,5.07,8.09,paused,0,0,1844,27
47.535,1,5.57,5.07,8.09,paused,0,0,1844,27
47.568,1,5.57,5.07,8.09,paused,0,0,1844,27
47.599,1,5.57,5.07,8.09,paused,0,0,1844,27
47.648,1,5.57,5.07,8.09,paused,0,0,1844,27
47.678,1,5.57,5.07,8.09,paused,0,0,1844,27
47.711,1,5.57,5.07,8.09,paused,0,0,1844,27
47.743,1,5.57,5.07,8.09,paused,0,0,1844,27
47.774,1,5.57,5.07,8.09,paused,0,0,1844,27
47.808,1,5.57,5.07,8.09,paused,0,0,1844,27
47.838,1,5.57,5.07,8.09,paused,0,0,1844,27
47.873,1,5.57,5.07,8.09,paused,0,0,1844,27
47.903,1,5.57,5.07,8.09,paused,0,0,1844,27
47.936,1,5.57,5.07,8.09,paused,0,0,1844,27
47.968,1,5.57,5.07,8.09,paused,0,0,1844,27
48.001,1,5.57,5.07,8.09,paused,0,0,1844,27
48.048,1,5.57,5.07,8.09,paused,0,0,1844,27
48.079,1,5.57,5.07,8.09,paused,0,0,1844,27
48.111,1,5.57,5.07,8.09,paused,0,0,1844,27
48.143,1,5.57,5.07,8.09,paused,0,0,1844,27
48.174,1,5.57,5.07,8.09,paused,0,0,1844,27
48.208,1,5.57,5.07,8.09,paused,0,0,1844,27
48.238,1,5.57,5.07,8.09,paused,0,0,1844,27
48.271,1,5.57,5.07,8.09,paused,0,0,1844,27
48.307,1,5.57,5.07,8.09,paused,0,0,1844,27
48.335,1,5.57,5.07,8.09,paused,0,0,1844,27
48.369,1,5.57,5.07,8.09,paused,0,0,1844,27
48.399,1,5.57,5.07,8.09,paused,0,0,1844,27
48.449,1,5.57,5.07,8.09,paused,0,0,1844,27
48.479,1,5.57,5.07,8.09,paused,0,0,1844,27
48.511,1,5.57,5.07,8.09,paused,0,0,1844,27
48.544,1,5.57,5.07,8.09,paused,0,0,1844,27
48.574,1,5.57,5.07,8.09,paused,0,0,1844,27
48.608,1,5.57,5.07,8.09,paused,0,0,1844,27
48.639,1,5.57,5.07,8.09,paused,0,0,1844,27
48.671,1,5.57,5.07,8.09,paused,0,0,1844,27
48.703,1,5.57,5.07,8.09,paused,0,0,1844,27
48.735,1,5.57,5.07,8.09,paused,0,0,1844,27
48.768,1,5.57,5.07,8.09,paused,0,0,1844,27
48.799,1,5.57,5.07,8.09,paused,0,0,1844,27
48.848,1,5.57,5.07,8.09,paused,0,0,1844,27
48.879,1,5.57,5.07,8.09,paused,0,0,1844,27
48.911,1,5.57,5.07,8.09,paused,0,0,1844,27
48.942,1,5.57,5.07,8.09,paused,0,0,1844,27
48.974,1,5.57,5.07,8.09,paused,0,0,1844,27
49.008,1,5.57,5.07,8.09,paused,0,0,1844,27
49.038,1,5.57,5.07,8.09,paused,0,0,1844,27
49.070,1,5.57,5.07,8.09,paused,0,0,1844,27
49.103,1,5.57,5.07,8.09,paused,0,0,1844,27
49.134,1,5.57,5.07,8.09,paused,0,0,1844,27
49.168,1,5.57,5.07,8.09,paused,0,0,1844,27
49.199,1,5.57,5.07,8.09,paused,0,0,1844,27
49.247,1,5.57,5.07,8.09,paused,0,0,1844,27
49.280,1,5.57,5.07,8.09,paused,0,0,1844,27
49.310,1,5.57,5.07,8.09,paused,0,0,1844,27
49.343,1,5.57,5.07,8.09,paused,0,0,1844,27
49.374,1,5.57,5.07,8.09,paused,0,0,1844,27
49.408,1,5.57,5.07,8.09,paused,0,0,1844,27
49.438,1,5.57,5.07,8.09,paused,0,0,1844,27
49.471,1,5.57,5.07,8.09,paused,0,0,1844,27
49.503,1,5.57,5.07,8.09,paused,0,0,1844,27
49.535,1,5.57,5.07,8.09,paused,0,0,1844,27
49.568,1,5.57,5.07,8.09,paused,0,0,1844,27
49.598,1,5.57,5.07,8.09,paused,0,0,1844,27
49.648,1,5.57,5.07,8.09,paused,0,0,1844,27
49.678,1,5.57,5.07,8.09,paused,0,0,1844,27
49.711,1,5.57,5.07,8.09,paused,0,0,1844,27
49.743,1,5.57,5.07,8.09,paused,0,0,1844,27
49.775,1,5.57,5.07,8.09,paused,0,0,1844,27
49.808,1,5.57,5.07,8.09,paused,0,0,1844,27
49.840,1,5.57,5.07,8.09,paused,0,0,1844,27
49.873,1,5.57,5.07,8.09,paused,0,0,1844,27
49.903,1,5.57,5.07,8.09,paused,0,0,1844,27
49.935,1,5.57,5.07,8.09,paused,0,0,1844,27
49.968,1,5.57,5.07,8.09,paused,0,0,1844,27
49.998,1,5.57,5.07,8.09,paused,0,0,1844,27
50.050,1,5.57,5.07,8.09,paused,0,0,1844,27
50.081,1,5.57,5.07,8.09,paused,0,0,1844,27
50.116,1,5.57,5.07,8.09,paused,0,0,1844,27
50.145,1,5.57,5.07,8.09,paused,0,0,1844,27
50.175,1,5.57,5.07,8.09,paused,0,0,1844,27
50.211,1,5.57,5.07,8.09,paused,0,0,1844,27
50.240,1,5.57,5.07,8.09,paused,0,0,1844,27
50.272,1,5.57,5.07,8.09,paused,0,0,1844,27
50.304,1,5.57,5.07,8.09,paused,0,0,1844,27
50.337,1,5.57,5.07,8.09,paused,0,0,1844,27
50.369,1,5.57,5.07,8.09,paused,0,0,1844,27
50.398,1,5.57,5.07,8.09,paused,0,0,1844,27
50.448,1,5.57,5.07,8.09,paused,0,0,1844,27
50.480,1,5.57,5.07,8.09,paused,0,0,1844,27
50.510,1,5.57,5.07,8.09,paused,0,0,1844,27
50.542,1,5.57,5.07,8.09,paused,0,0,1844,27
50.575,1,5.57,5.07,8.09,paused,0,0,1844,27
50.608,1,5.57,5.07,8.09,paused,0,0,1844,27
50.638,1,5.57,5.07,8.09,paused,0,0,1844,27
50.671,1,5.57,5.07,8.09,paused,0,0,1844,27
50.703,1,5.57,5.07,8.09,paused,0,0,1844,27
50.736,1,5.57,5.07,8.09,paused,0,0,1844,27
50.768,1,5.57,5.07,8.09,paused,0,0,1844,27
50.799,1,5.57,5.07,8.09,paused,0,0,1844,27
50.848,1,5.57,5.07,8.09,paused,0,0,1844,27
50.880,1,5.57,5.07,8.09,paused,0,0,1844,27
50.912,1,5.57,5.07,8.09,paused,0,0,1844,27
50.942,1,5.57,5.07,8.09,paused,0,0,1844,27
50.975,1,5.57,5.07,8.09,paused,0,0,1844,27
51.008,1,5.57,5.07,8.09,paused,0,0,1844,27
51.038,1,5.57,5.07,8.09,paused,0,0,1844,27
51.070,1,5.57,5.07,8.09,paused,0,0,1844,27
51.104,1,5.57,5.07,8.09,paused,0,0,1844,27
51.134,1,5.57,5.07,8.09,paused,0,0,1844,27
51.168,1,5.57,5.07,8.09,paused,0,0,1844,27
51.199,1,5.57,5.07,8.09,paused,0,0,1844,27
51.248,1,5.57,5.07,8.09,paused,0,0,1844,27
51.279,1,5.57,5.07,8.09,paused,0,0,1844,27
51.313,1,5.57,5.07,8.09,paused,0,0,1844,27
51.343,1,5.57,5.07,8.09,paused,0,0,1844,27
51.379,1,5.57,5.07,8.09,paused,0,0,1844,27
51.408,1,5.57,5.07,8.09,paused,0,0,1844,27
51.438,1,5.57,5.07,8.09,paused,0,0,1844,27
51.470,1,5.57,5.07,8.09,paused,0,0,1844,27
51.503,1,5.57,5.07,8.09,paused,0,0,1844,27
51.535,1,5.57,5.07,8.09,paused,0,0,1844,27
51.568,1,5.57,5.07,8.09,paused,0,0,1844,27
51.598,1,5.57,5.07,8.09,paused,0,0,1844,27
51.648,1,5.57,5.07,8.09,paused,0,0,1844,27
51.678,1,5.57,5.07,8.09,paused,0,0,1844,27
51.710,1,5.57,5.07,8.09,paused,0,0,1844,27
51.742,1,5.57,5.07,8.09,paused,0,0,1844,27
51.775,1,5.57,5.07,8.09,paused,0,0,1844,27
51.809,1,5.57,5.07,8.09,paused,0,0,1844,27
51.840,1,5.57,5.07,8.09,paused,0,0,1844,27
51.870,1,5.57,5.07,8.09,paused,0,0,1844,27
51.902,1,5.57,5.07,8.09,paused,0,0,1844,27
51.937,1,5.57,5.07,8.09,paused,0,0,1844,27
51.969,1,5.57,5.07,8.09,paused,0,0,1844,27
51.999,1,5.57,5.07,8.09,paused,0,0,1844,27
52.048,1,5.57,5.07,8.09,paused,0,0,1844,27
52.080,1,5.57,5.07,8.09,paused,0,0,1844,27
52.111,1,5.57,5.07,8.09,paused,0,0,1844,27
52.142,1,5.57,5.07,8.09,paused,0,0,1844,27
52.176,1,5.57,5.07,8.09,paused,0,0,1844,27
52.208,1,5.57,5.07,8.09,paused,0,0,1844,27
52.244,1,5.57,5.07,8.09,paused,0,0,1844,27
52.270,1,5.57,5.07,8.09,paused,0,0,1844,27
52.303,1,5.57,5.07,8.09,paused,0,0,1844,27
52.335,1,5.57,5.07,8.09,paused,0,0,1844,27
52.368,1,5.57,5.07,8.09,paused,0,0,1844,27
52.398,1,5.57,5.07,8.09,paused,0,0,1844,27
52.449,1,5.57,5.07,8.09,paused,0,0,1844,27
52.480,1,5.57,5.07,8.09,paused,0,0,1844,27
52.510,1,5.57,5.07,8.09,paused,0,0,1844,27
52.542,1,5.57,5.07,8.09,paused,0,0,1844,27
52.575,1,5.57,5.07,8.09,paused,0,0,1844,27
52.608,1,5.57,5.07,8.09,paused,0,0,1844,27
52.639,1,5.57,5.07,8.09,paused,0,0,1844,27
52.670,1,5.57,5.07,8.09,paused,0,0,1844,27
52.703,1,5.57,5.07,8.09,paused,0,0,1844,27
52.735,1,5.57,5.07,8.09,paused,0,0,1844,27
52.768,1,5.57,5.07,8.09,paused,0,0,1844,27
52.799,1,5.57,5.07,8.09,paused,0,0,1844,27
52.848,1,5.57,5.07,8.09,paused,0,0,1844,27
52.879,1,5.57,5.07,8.09,paused,0,0,1844,27
52.911,1,5.57,5.07,8.09,paused,0,0,1844,27
52.942,1,5.57,5.07,8.09,paused,0,0,1844,27
52.976,1,5.57,5.07,8.09,paused,0,0,1844,27
53.008,1,5.57,5.07,8.09,paused,0,0,1844,27
53.038,1,5.57,5.07,8.09,paused,0,0,1844,27
53.071,1,5.57,5.07,8.09,paused,0,0,1844,27
53.105,1,5.57,5.07,8.09,paused,0,0,1844,27
53.134,1,5.57,5.07,8.09,paused,0,0,1844,27
53.168,1,5.57,5.07,8.09,paused,0,0,1844,27
53.198,1,5.57,5.07,8.09,paused,0,0,1844,27
53.255,1,5.57,5.07,8.09,paused,0,0,1844,27
53.279,1,5.57,5.07,8.09,paused,0,0,1844,27
53.310,1,5.57,5.07,8.09,paused,0,0,1844,27
53.344,1,5.57,5.07,8.09,paused,0,0,1844,27
53.375,1,5.57,5.07,8.09,paused,0,0,1844,27
53.408,1,5.57,5.07,8.09,paused,0,0,1844,27
53.438,1,5.57,5.07,8.09,paused,0,0,1844,27
53.472,1,5.57,5.07,8.09,paused,0,0,1844,27
53.502,1,5.57,5.07,8.09,paused,0,0,1844,27
53.536,1,5.57,5.07,8.09,paused,0,0,1844,27
53.568,1,5.57,5.07,8.09,paused,0,0,1844,27
53.600,1,5.57,5.07,8.09,paused,0,0,1844,27
53.648,1,5.57,5.07,8.09,paused,0,0,1844,27
53.679,1,5.57,5.07,8.09,paused,0,0,1844,27
53.711,1,5.57,5.07,8.09,paused,0,0,1844,27
53.743,1,5.57,5.07,8.09,paused,0,0,1844,27
53.775,1,5.57,5.07,8.09,paused,0,0,1844,27
53.808,1,5.57,5.07,8.09,paused,0,0,1844,27
53.841,1,5.57,5.07,8.09,paused,0,0,1844,27
53.871,1,5.57,5.07,8.09,paused,0,0,1844,27
53.902,1,5.57,5.07,8.09,paused,0,0,1844,27
53.936,1,5.57,5.07,8.09,paused,0,0,1844,27
53.968,1,5.57,5.07,8.09,paused,0,0,1844,27
53.999,1,5.57,5.07,8.09,paused,0,0,1844,27
54.048,1,5.57,5.07,8.09,paused,0,0,1844,27
54.078,1,5.57,5.07,8.09,paused,0,0,1844,27
54.111,1,5.57,5.07,8.09,paused,0,0,1844,27
54.143,1,5.57,5.07,8.09,paused,0,0,1844,27
54.174,1,5.57,5.07,8.09,paused,0,0,1844,27
54.209,1,5.57,5.07,8.09,paused,0,0,1844,27
54.238,1,5.57,5.07,8.09,paused,0,0,1844,27
54.271,1,5.57,5.07,8.09,paused,0,0,1844,27
54.305,1,5.57,5.07,8.09,paused,0,0,1844,27
54.334,1,5.57,5.07,8.09,paused,0,0,1844,27
54.368,1,5.57,5.07,8.09,paused,0,0,1844,27
54.402,1,5.57,5.07,8.09,paused,0,0,1844,27
54.432,1,5.57,5.07,8.09,paused,0,0,1844,27
54.481,1,5.57,5.07,8.09,paused,0,0,1844,27
54.510,1,5.57,5.07,8.09,paused,0,0,1844,27
54.543,1,5.57,5.07,8.09,paused,0,0,1844,27
54.574,1,5.57,5.07,8.09,paused,0,0,1844,27
54.608,1,5.57,5.07,8.09,paused,0,0,1844,27
54.639,1,5.57,5.07,8.09,paused,0,0,1844,27
54.671,1,5.57,5.07,8.09,paused,0,0,1844,27
54.703,1,5.57,5.07,8.09,paused,0,0,1844,27
54.734,1,5.57,5.07,8.09,paused,0,0,1844,27
54.768,1,5.57,5.07,8.09,paused,0,0,1844,27
54.803,1,5.57,5.07,8.09,paused,0,0,1844,27
54.831,1,5.57,5.07,8.09,paused,0,0,1844,27
54.879,1,5.57,5.07,8.09,paused,0,0,1844,27
54.911,1,5.57,5.07,8.09,paused,0,0,1844,27
54.942,1,5.57,5.07,8.09,paused,0,0,1844,27
54.975,1,5.57,5.07,8.09,paused,0,0,1844,27
55.008,1,5.57,5.07,8.09,paused,0,0,1844,27
55.039,1,5.57,5.07,8.09,paused,0,0,1844,27
55.071,1,5.57,5.07,8.09,paused,0,0,1844,27
55.102,1,5.57,5.07,8.09,paused,0,0,1844,27
55.134,1,5.57,5.07,8.09,paused,0,0,1844,27
55.168,1,5.57,5.07,8.09,paused,0,0,1844,27
55.198,1,5.57,5.07,8.09,paused,0,0,1844,27
55.248,1,5.57,5.07,8.09,paused,0,0,1844,27
55.281,1,5.57,5.07,8.09,paused,0,0,1844,27
55.310,1,5.57,5.07,8.09,paused,0,0,1844,27
55.342,1,5.57,5.07,8.09,paused,0,0,1844,27
55.374,1,5.57,5.07,8.09,paused,0,0,1844,27
55.408,1,5.57,5.07,8.09,paused,0,0,1844,27
55.439,1,5.57,5.07,8.09,paused,0,0,1844,27
55.471,1,5.57,5.07,8.09,paused,0,0,1844,27
55.508,1,5.57,5.07,8.09,paused,0,0,1844,27
55.536,1,5.57,5.07,8.09,paused,0,0,1844,27
55.568,1,5.57,5.07,8.09,paused,0,0,1844,27
55.600,1,5.57,5.07,8.09,paused,0,0,1844,27
55.648,1,5.57,5.07,8.09,paused,0,0,1844,27
55.678,1,5.57,5.07,8.09,paused,0,0,1844,27
55.710,1,5.57,5.07,8.09,paused,0,0,1844,27
55.742,1,5.57,5.07,8.09,paused,0,0,1844,27
55.774,1,5.57,5.07,8.09,paused,0,0,1844,27
55.808,1,5.57,5.07,8.09,paused,0,0,1844,27
55.839,1,5.57,5.07,8.09,paused,0,0,1844,27
55.871,1,5.57,5.07,8.09,paused,0,0,1844,27
55.903,1,5.57,5.07,8.09,paused,0,0,1844,27
55.934,1,5.57,5.07,8.09,paused,0,0,1844,27
55.969,1,5.57,5.07,8.09,paused,0,0,1844,27
56.000,1,5.57,5.07,8.09,paused,0,0,1844,27
56.032,1,5.57,5.07,8.09,paused,0,0,1844,27
56.079,1,5.57,5.07,8.09,paused,0,0,1844,27
56.111,1,5.57,5.07,8.09,paused,0,0,1844,27
56.143,1,5.57,5.07,8.09,paused,0,0,1844,27
56.175,1,5.57,5.07,8.09,paused,0,0,1844,27
56.208,1,5.57,5.07,8.09,paused,0,0,1844,27
56.240,1,5.57,5.07,8.09,paused,0,0,1844,27
56.270,1,5.57,5.07,8.09,paused,0,0,1844,27
56.306,1,5.57,5.07,8.09,paused,0,0,1844,27
56.339,1,5.57,5.07,8.09,paused,0,0,1844,27
56.370,1,5.57,5.07,8.09,paused,0,0,1844,27
56.400,1,5.57,5.07,8.09,paused,0,0,1844,27
56.448,1,5.57,5.07,8.09,paused,0,0,1844,27
56.479,1,5.57,5.07,8.09,paused,0,0,1844,27
56.510,1,5.57,5.07,8.09,paused,0,0,1844,27
56.543,1,5.57,5.07,8.09,paused,0,0,1844,27
56.575,1,5.57,5.07,8.09,paused,0,0,1844,27
56.608,1,5.57,5.07,8.09,paused,0,0,1844,27
56.638,1,5.57,5.07,8.09,paused,0,0,1844,27
56.670,1,5.57,5.07,8.09,paused,0,0,1844,27
56.703,1,5.57,5.07,8.09,paused,0,0,1844,27
56.736,1,5.57,5.07,8.09,paused,0,0,1844,27
56.768,1,5.57,5.07,8.09,paused,0,0,1844,27
56.798,1,5.57,5.07,8.09,paused,0,0,1844,27
56.849,1,5.57,5.07,8.09,paused,0,0,1844,27
56.878,1,5.57,5.07,8.09,paused,0,0,1844,27
56.912,1,5.57,5.07,8.09,paused,0,0,1844,27
56.942,1,5.57,5.07,8.09,paused,0,0,1844,27
56.975,1,5.57,5.07,8.09,paused,0,0,1844,27
57.008,1,5.57,5.07,8.09,paused,0,0,1844,27
57.039,1,5.57,5.07,8.09,paused,0,0,1844,27
57.070,1,5.57,5.07,8.09,paused,0,0,1844,27
57.102,1,5.57,5.07,8.09,paused,0,0,1844,27
57.136,1,5.57,5.07,8.09,paused,0,0,1844,27
57.166,1,5.57,5.07,8.09,paused,0,0,1844,27
57.199,1,5.57,5.07,8.09,paused,0,0,1844,27
57.248,1,5.57,5.07,8.09,paused,0,0,1844,27
57.280,1,5.57,5.07,8.09,paused,0,0,1844,27
57.311,1,5.57,5.07,8.09,paused,0,0,1844,27
57.342,1,5.57,5.07,8.09,paused,0,0,1844,27
57.374,1,5.57,5.07,8.09,paused,0,0,1844,27
57.408,1,5.57,5.07,8.09,paused,0,0,1844,27
57.438,1,5.57,5.07,8.09,paused,0,0,1844,27
57.471,1,5.57,5.07,8.09,paused,0,0,1844,27
57.503,1,5.57,5.07,8.09,paused,0,0,1844,27
57.535,1,5.57,5.07,8.09,paused,0,0,1844,27
57.568,1,5.57,5.07,8.09,paused,0,0,1844,27
57.600,1,5.57,5.07,8.09,paused,0,0,1844,27
57.648,1,5.57,5.07,8.09,paused,0,0,1844,27
57.678,1,5.57,5.07,8.09,paused,0,0,1844,27
57.712,1,5.57,5.07,8.09,paused,0,0,1844,27
57.742,1,5.57,5.07,8.09,paused,0,0,1844,27
57.775,1,5.57,5.07,8.09,paused,0,0,1844,27
57.808,1,5.57,5.07,8.09,paused,0,0,1844,27
57.839,1,5.57,5.07,8.09,paused,0,0,1844,27
57.870,1,5.57,5.07,8.09,paused,0,0,1844,27
57.903,1,5.57,5.07,8.09,paused,0,0,1844,27
57.935,1,5.57,5.07,8.09,paused,0,0,1844,27
57.969,1,5.57,5.07,8.09,paused,0,0,1844,27
57.998,1,5.57,5.07,8.09,paused,0,0,1844,27
58.031,1,5.57,5.07,8.09,paused,0,0,1844,27
58.081,1,5.57,5.07,8.09,paused,0,0,1844,27
58.111,1,5.57,5.07,8.09,paused,0,0,1844,27
58.143,1,5.57,5.07,8.09,paused,0,0,1844,27
58.175,1,5.57,5.07,8.09,paused,0,0,1844,27
58.209,1,5.57,5.07,8.09,paused,0,0,1844,27
58.238,1,5.57,5.07,8.09,paused,0,0,1844,27
58.271,1,5.57,5.07,8.09,paused,0,0,1844,27
58.303,1,5.57,5.07,8.09,paused,0,0,1844,27
